1000	4	1.00	1.00	0.00	0.2877
2000	4	1.00	1.00	0.00	0.2470
3000	4	1.00	1.00	0.00	0.2451
4000	4	1.00	1.00	0.00	0.2279
5000	4	1.00	1.00	0.00	0.2120
6000	4	1.00	1.00	0.00	0.2077
7000	4	1.00	1.00	0.00	0.2041
8000	4	1.00	1.00	0.00	0.2019
9000	4	1.00	1.00	0.00	0.1983
10000	4	1.00	1.00	0.00	0.1923
10000	4	1.00	1.00	0.00	0.1923
20000	4	1.00	1.00	0.00	0.1745
30000	4	1.00	1.00	0.00	0.1624
40000	4	1.00	1.00	0.00	0.1556
